state_id,file,owner,population_k,category,species,minority,cultures,politics,groups,warnings
733,733-Fossemontre.txt,PER,5690.0,large_town,3,9,7,3:0.195110;6:0.804890,4,
734,734-Pagen.txt,PER,2063.608,town,3,1,7,3:0.044493;4:0.011061;6:0.944446,6,
735,735-Kaillen.txt,ROQ,336.0,town,3,,7;6,0:0.699962;4:0.300038,4,
736,736-Moulinet.txt,ROQ,10633.0,metropolis,3,9,7,0:0.092071;4:0.880528;7:0.027401,6,
737,737-Cularie.txt,ROQ,6048.0,town,3,9,7,4:0.789981;8:0.210019,4,
738,738-Beurrioude.txt,ROQ,8344.0,large_town,3,,7;6,0:0.198901;4:0.801099,4,
739,739-Qualicie.txt,ROQ,5383.0,town,3,,6,4:0.794670;8:0.205330,2,
740,740-Jeulie.txt,LMB,6057.04,large_city,3,1,6,3:0.211475;4:0.258029;6:0.530496,6,
741,741-Lugedunume.txt,ROQ,4383.872,city,3,1,58;6,4:0.684014;7:0.315986,8,
742,742-Styvellines.txt,ROQ,2422.0,town,3,1,6,0:0.303935;4:0.696065,4,
743,743-Aurlean.txt,ROQ,5383.0,town,3,1,6,4:0.774979;8:0.225021,4,
744,744-Saumme.txt,LMB,3030.0,town,3,1,6,3:0.220773;5:0.160332;6:0.618895,6,
745,745-Yarnington.txt,NEK,2530.0,town,14,,49,0:0.961014;2:0.038986,2,
746,746-Rowotnik.txt,NEK,700.0,rural,14,,49,0:0.995404;2:0.004596,2,
747,747-Hoplin.txt,PLR,230.0,town,15,,33,1:0.972929;7:0.015037;8:0.012034,3,
748,748-Doneghare.txt,PLR,350.0,town,15,,33,2:0.872013;4:0.127987,2,
749,749-Southport.txt,HAR,560.0,rural,15,,34,6:0.096632;7:0.903368,2,
750,750-Adhare.txt,HAR,380.0,town,15,,34,6:0.370633;7:0.629367,2,
751,751-Bundraford.txt,HAR,330.0,rural,15,,34,6:0.107594;7:0.892406,2,
752,752-Armhop.txt,HAR,190.0,town,15,,34,6:0.108571;7:0.891429,2,
753,753-Bungle.txt,PLR,300.0,town,15,,91,1:0.919191;2:0.080809,2,
754,754-Firesea.txt,PLR,310.0,rural,15,,91,1:0.822395;5:0.177605,2,
755,755-Buncible.txt,PLR,560.0,town,15,,91,1:0.950257;4:0.049743,2,
756,756-Volcabun.txt,PLR,160.0,rural,15,,91,3:0.537246;4:0.462754,2,
757,757-Botetown.txt,PLR,510.0,town,15,,33,0:0.733978;6:0.266022,2,
758,758-Bunork.txt,PLR,190.0,rural,15,,33,0:0.781436;8:0.218564,2,
759,759-Bunrry.txt,PLR,220.0,town,15,,9,4:0.697739;8:0.302261,2,
760,760-Covebun City.txt,PLR,510.0,town,15,,9,1:0.884393;4:0.022795;5:0.092811,3,
761,761-Caroshel.txt,PLR,120.0,town,15,,9,1:1.000000,1,
762,762-Lhara.txt,PLR,240.0,town,15,,32,1:0.932276;4:0.067724,2,
763,763-Upbuntrick.txt,PLR,190.0,town,15,,32,1:0.874045;2:0.082969;7:0.042987,3,
764,764-Buyantse.txt,PLR,280.0,town,15,,32,1:0.767846;5:0.156947;6:0.075207,3,
765,765-Western Shores.txt,PLR,170.0,town,15,,30,1:0.900721;2:0.099279,2,
766,766-Grandbuney.txt,PLR,360.0,town,15,,30,1:0.874484;2:0.125516,2,
767,767-Bunmal.txt,PLR,370.0,town,15,,30,1:1.000000,1,
768,768-Yelbun.txt,PLR,370.0,town,15,,30,1:0.726423;3:0.273577,2,
769,769-Carotney.txt,PLR,280.0,rural,15,,30,1:0.894776;7:0.105224,2,
770,770-Bunbunia.txt,PLR,390.0,town,15,,30,1:0.863418;7:0.136582,2,
771,771-Zhangbun.txt,PLR,370.0,town,15,,30,1:0.855444;5:0.144556,2,
772,772-Carot Springs.txt,PLR,230.0,town,15,,30,1:0.929838;4:0.070162,2,
773,773-Harity Falls.txt,PLR,420.0,town,15,,30,1:0.797781;5:0.202219,2,
774,774-Bunoshima.txt,PLR,330.0,town,15,,31,1:0.920440;7:0.079560,2,
775,775-Fiftybun.txt,PLR,360.0,town,15,,33,1:0.906270;2:0.093730,2,
776,776-Bunfast.txt,PLR,230.0,rural,15,,33,1:0.935939;2:0.064061,2,
777,777-Nordbun.txt,PLR,230.0,town,15,,33,4:0.344821;6:0.655179,2,
778,778-Hopping Meadows.txt,PLR,270.0,town,15,,31,1:0.789830;3:0.210170,2,
779,779-Bunvelline.txt,PLR,180.0,town,15,,31,1:1.000000,1,
780,780-Foraoise Cairead.txt,PLR,130.0,town,15,,31,1:0.811169;3:0.134335;4:0.054496,3,
781,781-Pohtinville.txt,PLR,350.0,rural,15,,30,1:0.825851;5:0.174149,2,
782,782-Shimmering Hills.txt,PLR,260.0,town,15,,32,0:0.222196;5:0.777804,2,
783,783-Buntowel.txt,PLR,420.0,town,15,,32,1:0.785573;3:0.214427,2,
784,784-Rockenbun.txt,PLR,340.0,rural,15,,32,1:0.889507;2:0.083643;4:0.026850,3,
785,785-Bundor.txt,PLR,250.0,rural,15,,32,0:0.114817;1:0.885183,2,
786,786-Morghare.txt,PLR,210.0,town,15,,9,1:0.860774;5:0.089850;7:0.049376,3,
787,787-Hareport.txt,PLR,520.0,city,15,,30,0:0.179833;3:0.820167,2,
788,788-Grandbun Woods.txt,PLR,400.0,large_town,15,,30,0:0.051264;1:0.898020;7:0.050716,3,
789,789-Heavenbun.txt,KAR,310.0,rural,15,,35,6:0.151406;7:0.848594,2,
790,790-Kealand.txt,SMP,9496.231,metropolis,44,,86,0:0.008131;2:0.003672;5:0.988197,3,
791,791-Grande Loutteria.txt,LTR,15342.169,megalopolis,46,3,87,1:0.439797;4:0.362630;7:0.197573,6,
792,792-Filosimpara.txt,KAP,8181.133,town,48,,90,2:0.503206;4:0.331040;8:0.165754,3,
793,793-Novbarus.txt,KAP,4148.226,rural,48,,90,3:0.666848;7:0.333152,2,
794,794-Kapagroek.txt,KAP,3948.422,rural,48,,90,3:0.381377;4:0.441747;5:0.176876,3,
795,795-Korpeio.txt,KAP,3263.931,rural,48,,90,0:0.495433;2:0.230894;7:0.273673,3,
796,796-Aqukar.txt,KAP,2958.626,town,48,19,90,2:0.363881;3:0.480956;5:0.155163,6,
797,797-Indsitra.txt,KAP,6962.623,city,47,48,90,2:0.635730;7:0.364270,4,
798,798-Kaparus.txt,KAP,4271.296,rural,48,,90,1:0.829645;3:0.037058;4:0.133297,3,
799,799-Septentri.txt,KAP,2454.151,rural,48,,90,4:0.000587;6:0.999413,2,
800,800-Pordus.txt,KAP,252.279,tiny_island,48,9,90,5:1.000000,2,
801,801-Maritipia.txt,KAP,3811.768,rural,48,,90,3:0.259643;5:0.437189;8:0.303168,3,
802,802-Ceposta.txt,KAP,1522.127,rural,48,,90,1:0.972098;7:0.027902,2,
803,803-Neu-Meo.txt,SOF,2750.0,town,32,,18;59,2:0.039346;3:0.078338;7:0.882316,6,
804,804-New New York.txt,KEP,6770.0,large_town,3,,58,4:0.516940;5:0.293210;6:0.189850,3,
805,805-Southern Baltica.txt,KEP,6863.0,city,3,,58,3:0.342118;4:0.569990;5:0.087891,3,
806,806-Britannia.txt,PLA,1650.0,town,33,,59,1:0.645186;6:0.322593;7:0.032220,3,
807,807-San Foglia.txt,PRC,5765.331,large_city,47,,88,1:0.215073;4:0.151995;6:0.632932,3,
808,808-Costadipesci.txt,PRC,5875.332,large_city,47,,88,3:0.222720;5:0.058823;8:0.718457,3,
809,809-Heldford.txt,SMP,2414.949,rural,44,,86,0:0.046941;2:0.021711;7:0.931348,3,
810,810-Hoxxhagen Frontier District.txt,MUL,0.001,wasteland,45,47,89,4:0.028707;6:0.971293,1,
811,811-Thalmandy.txt,SMP,2545.623,rural,44,,86,2:0.011792;5:0.988208,2,
812,812-Ylmira's Peak.txt,MUL,0.001,wasteland,45,46,89,3:1.000000,1,
813,813-Rozzmione Hills.txt,PRC,758.222,town,47,,88,1:0.836307;8:0.163693,2,
814,814-Distretto dei Pescatori.txt,PRC,6876.522,large_city,47,46,88,0:0.861494;2:0.001981;6:0.136525,6,
815,815-Castellaquercia.txt,PRC,6976.654,metropolis,47,9,88,2:0.458194;3:0.262689;5:0.279117,6,
816,816-Foresta Grande.txt,PRC,2756.652,town,47,48,88,0:0.830977;4:0.010139;6:0.158883,6,
817,817-Kantzler.txt,SOF,10.0,rural,32,,18,6:0.246547;7:0.753453,2,
818,818-Goaghan Lake.txt,KHA,180.0,town,22,,64,1:1.000000,1,
819,819-Upper Ganymeda.txt,SLR,8210.0,large_town,3,,57,0:0.923113;2:0.064199;3:0.012688,3,
820,820-Coastal Solity.txt,SLR,18210.0,megalopolis,3,,57,0:0.918744;2:0.081256,2,
821,821-Pyrrhus.txt,SLR,2030.0,large_town,3,,57,0:0.919114;2:0.056906;3:0.023980,3,
822,822-Sagespire.txt,KHA,1380.0,large_town,22,,65,2:0.177771;7:0.822229,2,
823,823-Chok.txt,KHA,610.0,town,22,,65,0:0.476688;3:0.053230;7:0.470082,3,
824,824-Inner Katpine Valley.txt,KTN,498.875,large_town,19,,92,2:0.522099;7:0.477901,2,
825,825-Corelie.txt,CRE,3016.508,large_town,28,,47,3:0.896266;7:0.069735;8:0.033999,3,
826,826-Petite Corelie.txt,CRE,73.298,rural,28,,47,2:1.000000,1,
827,827-Southern Halile.txt,CRE,200.629,rural,28,,47,6:0.855017;7:0.144983,2,
828,828-Lunaire Baie.txt,CRE,2.957,town,28,,47,3:1.000000,1,
829,829-Northern Halile.txt,CRE,4.879,city,28,,47,3:0.778498;7:0.146196;8:0.075306,3,
830,830-Teslaki.txt,SOF,10.0,rural,32,,18,2:0.187680;7:0.812320,2,
831,831-Jorvidam.txt,KTN,6788.316,megalopolis,19,14,84,2:0.917802;8:0.082198,4,
832,832-Nieuw Pawsterdam Southern.txt,KTN,14297.441,megalopolis,20,19,85,0:0.173911;2:0.819543;8:0.006546,6,
833,833-Nieuw Pawsterdam Northern.txt,KTN,12598.622,megalopolis,20,19,85,2:0.902525;7:0.091942;8:0.005533,6,
834,834-Purriland.txt,KTN,5989.383,metropolis,19,,84;85,2:0.909161;7:0.087938;8:0.002901,6,
835,835-Clawingham Tunnel.txt,KTN,0.5,enclave,19,,92,0:0.291471;2:0.708529,2,
836,836-Elisa Tunnel.txt,KTN,0.5,enclave,19,,92,2:0.551020;6:0.448980,2,
837,837-Clawitz Tunnel.txt,KTN,0.5,enclave,19,,92,2:1.000000,1,
838,838-Northern Katpine Mountains.txt,KTN,79.502,wasteland,19,,92,2:1.000000,1,
839,839-Eastern Katpine Mountains.txt,KTN,109.298,wasteland,19,,92,2:0.870932;6:0.128139;8:0.000929,3,
840,840-Bocerie du Sud.txt,ALK,470.0,large_town,28,3,46;7,5:0.236614;6:0.763386,8,
841,841-Garyxia.txt,ALK,470.0,town,28,3,46,1:0.222222;8:0.777778,4,
842,842-Drillbit.txt,TEN,6290.0,large_town,3,0,66,3:0.060094;7:0.591984;8:0.347921,6,
843,843-Parachute.txt,TEN,6710.0,city,3,0,66,2:0.038979;7:0.961021,4,
844,844-Wafburg.txt,TEN,1963.25,town,3,0,66,5:0.222939;7:0.777061,4,
845,845-Lomo.txt,TEN,4200.0,town,3,0,66,1:0.138421;3:0.118423;7:0.743156,6,
846,846-Nekogar.txt,VIX,2340.0,town,12,,49;63,1:0.318566;3:0.597727;8:0.083706,6,
847,847-Gtuntuh.txt,VIX,5420.0,large_town,12,,63,0:0.038932;3:0.801525;8:0.159544,3,
848,848-Katernkanta.txt,VIX,2110.0,town,12,,63,2:0.593428;3:0.318063;7:0.088509,3,
849,849-Yeryk.txt,VIX,16230.0,megalopolis,12,,63,0:0.222940;2:0.182342;3:0.594717,3,
850,850-Umtraha.txt,VIX,3160.0,town,12,,63,1:0.238948;2:0.155097;3:0.605955,3,
851,851-Brongon Gede.txt,VIX,2600.0,town,12,,63,2:0.088368;3:0.503708;6:0.407923,3,
852,852-Imakani.txt,VIX,3050.0,large_town,12,,61;63,2:0.203234;3:0.796766,4,
853,853-Pidin.txt,BSS,1720.0,town,1,21,101,6:0.171238;7:0.828762,4,
854,854-Teho.txt,BSS,4000.0,large_city,1,21,101,6:0.157161;7:0.842839,4,
855,855-Koti.txt,BSS,720.0,town,1,21,101,7:0.339869;8:0.660131,4,
856,856-Siina.txt,BSS,1570.0,town,1,21,101,6:0.084206;7:0.915794,4,
857,857-Paimen.txt,BSS,580.0,town,1,21,100;101,6:0.520259;8:0.479741,8,
858,858-Palaa.txt,BSS,580.0,town,1,21,100;101,6:0.109168;7:0.890832,8,
859,859-Uutta.txt,BSS,1050.0,rural,1,21,101,6:0.029110;7:0.841362;8:0.129528,6,
860,860-Kivaa.txt,BSS,1050.0,town,1,21,101,6:0.135814;7:0.566305;8:0.297880,6,
861,861-Uutta.txt,BSS,580.0,town,1,21,100;101,6:0.013345;7:0.913504;8:0.073151,12,
862,862-Suokaa.txt,BSS,290.0,town,1,21,100;101,6:0.037008;7:0.501051;8:0.461941,12,
863,863-Tuomita.txt,BSS,2720.0,town,1,21,100;101,6:0.017984;7:0.846028;8:0.135988,12,
864,864-Tempere.txt,BSS,860.0,town,21,3,100;101,6:0.027402;7:0.889003;8:0.083595,12,
865,865-Pysya.txt,BSS,790.0,town,1,21,100;101,7:0.872426;8:0.127574,8,
866,866-Penglin.txt,BSS,450.0,town,1,21,100;101,6:0.165362;7:0.834638,8,
867,867-Konigland.txt,BSS,210.0,town,1,3,100;101,7:0.826267;8:0.173733,8,
868,868-Flammelia.txt,BSS,50.0,town,1,21,100;101,7:1.000000,4,
869,869-Flux Towns.txt,BSS,50.0,town,1,21,100;101,7:0.478565;8:0.521435,8,
870,870-Rufus Town.txt,BSS,30.0,town,1,21,100;101,7:0.790580;8:0.209420,8,
871,871-Nova Sealtle.txt,BSS,500.0,town,23,3,100;101,8:1.000000,4,
872,872-Penglia.txt,BSS,100.0,town,1,21,100;101,6:0.023980;7:0.737415;8:0.238604,12,
873,873-Foxsnot.txt,BSS,20.0,town,1,21,100;101,6:0.058085;7:0.834190;8:0.107726,12,
874,874-Neufennhause.txt,BSS,50.0,town,1,21,100;101,6:0.169338;7:0.830662,8,
875,875-Stratia.txt,BSS,20.0,wasteland,1,21,100;101,6:0.554404;8:0.445596,8,
876,876-Arkalia.txt,BSS,450.0,town,1,21,100;101,6:0.165342;8:0.834658,8,
877,877-Seeker's Cove.txt,BSS,157.0,town,1,21,100;101,6:0.239467;8:0.760533,8,
878,878-Sudbundespeng.txt,BSS,720.0,town,23,3,100;101,6:0.161113;7:0.838887,8,
879,879-The Nest.txt,BSS,20.0,town,1,21,100;101,6:0.615130;8:0.384870,8,
880,880-Velthordshire.txt,SMP,3543.919,town,44,,86,2:0.004704;5:0.977485;8:0.017810,3,
881,881-Langcastle-On-Bog.txt,SMP,5774.495,large_town,44,,86,2:0.075863;7:0.625886;8:0.298252,3,
882,882-Lowcoast.txt,SMP,2127.747,rural,44,19,86,2:0.005009;5:0.994991,4,
884,884-E. Arivoejan Mountains.txt,SMP,116.752,wasteland,44,48,86,1:0.061154;5:0.893773;8:0.045073,6,
885,885-S. Arivoejan Mountains.txt,SMP,149.631,wasteland,44,34,86,0:0.009849;5:0.939884;7:0.050267,6,
887,887-Platlan Highlands.txt,SMP,523.782,rural,44,48,86,5:0.966815;8:0.033185,4,
888,888-Mount Lisejr.txt,SMP,69.404,wasteland,44,,86,2:0.007406;5:0.992594,2,
889,889-Mount Ylmira.txt,MUL,34.847,wasteland,45,44,89,4:1.000000,2,
890,890-Xeirko.txt,GAL,2380.0,town,25,,71,2:0.277497;4:0.252240;7:0.470264,3,
891,891-Aelveahein.txt,GAL,10910.0,megalopolis,25,,71,3:0.032765;4:0.010570;6:0.956665,3,
892,892-Dourouhtei.txt,GAL,1920.0,town,25,,71,2:0.286458;7:0.713542,2,
893,893-Xaeruvok.txt,GAL,2840.0,town,25,,71,2:0.006171;6:0.972874;7:0.020954,3,
894,894-Northern New Kastra.txt,RQP,1430.0,town,1,3,17;67,3:0.185217;4:0.814783,8,"more than two startup cultures [17, 67, 2]; generator kept first two [17, 67]"
895,895-Western New Kastra.txt,RQP,1940.0,town,1,3,17;67,4:0.383505;5:0.616495,8,"more than two startup cultures [17, 67, 2]; generator kept first two [17, 67]"
896,896-Southern New Kastra.txt,RQP,2040.0,town,3,1,17;67,4:0.816102;7:0.183898,8,"more than two startup cultures [17, 67, 2]; generator kept first two [17, 67]"
897,897-Inner Kastra.txt,RQP,610.0,town,3,1,17;67,4:0.879846;7:0.120154,8,"more than two startup cultures [17, 67, 2]; generator kept first two [17, 67]"
898,898-Narnburg.txt,FST,4430.0,town,1,,60,3:0.008406;5:0.011577;8:0.980017,3,
899,899-Havener.txt,FST,2180.0,town,1,,60;61,3:0.022087;8:0.977913,4,
900,900-Lukastadt.txt,FST,4080.0,town,1,,60,3:0.015032;4:0.013519;8:0.971449,3,
952,952-Vensis.txt,SOF,4760.0,large_city,32,,18,4:0.036837;7:0.963163,2,
953,953-Shar.txt,SOF,720.0,town,32,,18,7:0.877351;8:0.122649,2,
954,954-Reijen.txt,SOF,620.0,town,32,,18,6:0.213432;7:0.711051;8:0.075516,3,
955,955-Paol.txt,SOF,760.0,town,32,,18,6:0.299869;7:0.700131,2,
956,956-Espen.txt,SOF,980.0,town,32,,18,3:0.392245;8:0.607755,2,
957,957-Magnatia.txt,SOF,970.0,town,32,,18,3:0.108399;6:0.282554;7:0.609048,3,
958,958-Lairen.txt,SOF,2760.0,town,32,,18,4:0.040842;7:0.959158,2,
959,959-Daslai.txt,SOF,300.0,town,32,,18,7:1.000000,1,
960,960-Chaisen.txt,SOF,1150.0,town,32,,18,3:1.000000,1,
961,961-Northern Solstice.txt,SOF,530.0,town,32,,18,6:0.703346;7:0.296654,2,
962,962-Waterdeen.txt,SOF,420.0,town,32,,18,5:0.894078;8:0.105922,2,
963,963-Southern Hervus.txt,SOF,880.0,town,32,,18,4:0.062915;6:0.937085,2,
964,964-Plaveta.txt,SOF,4020.0,rural,32,,18,2:0.210667;7:0.789333,2,
965,965-Western Altairyu.txt,SOF,290.0,town,32,,18,3:0.052852;7:0.947148,2,
969,969-Mount Izwae.txt,IZW,2710.0,city,59,,62,1:0.082606;2:0.818428;8:0.098967,3,
970,970-Heizong.txt,IZW,930.0,town,59,,62,0:0.155792;2:0.807929;7:0.036280,3,
971,971-Usswaeri.txt,IZW,1400.0,town,59,,62,1:0.237717;2:0.762283,2,
972,972-Zarbin.txt,IZW,910.0,town,59,,62,2:0.761876;7:0.238124,2,
973,973-Parudus.txt,IZW,320.0,town,59,,62,0:0.385729;7:0.614271,2,
974,974-Godreim.txt,IZW,300.0,town,59,,61;62,2:0.106000;6:0.894000,4,
975,975-Paraneum.txt,IZW,790.0,town,59,,61;62,0:0.401111;2:0.598889,4,
976,976-Goprdus.txt,IZW,410.0,town,59,,62,0:0.317080;2:0.682920,2,
979,979-The Dish.txt,BRA,5640.0,large_city,10,,70,2:0.148270;3:0.088143;5:0.763587,3,
980,980-Bramble Range.txt,BRA,1700.0,town,10,,70,3:0.499126;8:0.500874,2,
981,981-Badrock.txt,BRA,9050.0,town,10,,70,3:0.086644;5:0.913356,2,
982,982-Bramballia.txt,BRA,3220.0,rural,10,,70,0:0.089078;3:0.910922,2,
983,983-Feedwater.txt,BRA,3220.0,town,10,,70,3:0.092740;5:0.907260,2,
984,984-Bramble Bassin.txt,BRA,960.0,rural,10,,70,5:0.408680;7:0.591320,2,
985,985-Bramble Woods.txt,BRA,1410.0,town,10,,70,2:0.010795;4:0.989205,2,
986,986-Upper Bramble Basin.txt,BRA,3.2,wasteland,10,,70,3:0.259566;5:0.740434,2,
987,987-Central Bramble Basin.txt,BRA,1.2,wasteland,10,,70,2:0.008403;3:0.158767;5:0.832830,3,
988,988-Lower Bramble Basin.txt,BRA,5.0,wasteland,10,,70,5:1.000000,1,
989,989-Hissity.txt,ENO,3340.0,large_city,27,,,1:0.196699;2:0.174317;5:0.628984,0,no resolvable starting species/culture; arrays left empty
990,990-Slithervich.txt,ENO,1710.0,city,27,,,2:0.248095;5:0.751905,0,no resolvable starting species/culture; arrays left empty
991,991-Serpentine Point.txt,ENO,1310.0,town,27,,,0:0.827389;1:0.172611,0,no resolvable starting species/culture; arrays left empty
992,992-Rattlecoast.txt,ENO,610.0,town,27,,,1:0.051105;5:0.948895,0,no resolvable starting species/culture; arrays left empty
993,993-Copper Mounts.txt,ENO,760.0,town,27,,,1:0.115278;5:0.884722,0,no resolvable starting species/culture; arrays left empty
994,994-Dol Viiras.txt,KOL,410.0,pastoral,58,,54,1:0.123147;6:0.876853,2,
995,995-Nharsus.txt,KOL,230.0,pastoral,58,,54,4:0.163973;7:0.836027,2,
996,996-Ulzulgukh.txt,KOL,380.0,town,58,,54,7:1.000000,1,
997,997-Khakhabad.txt,KOL,420.0,town,58,,54,2:0.121902;6:0.009458;7:0.868640,3,
998,998-Gvin Tharun.txt,KOL,180.0,rural,58,,54,6:0.005425;7:0.994575,2,
999,999-Zorud Tal.txt,KOL,330.0,town,58,,53,7:1.000000,1,
1000,1000-Ad Khagaroth.txt,KOL,290.0,pastoral,58,,53,6:0.009652;7:0.990348,2,
1001,1001-Vhi Sobhanas.txt,KOL,240.0,town,58,,55,5:0.072180;7:0.927820,2,
1002,1002-Gvin Minhaz.txt,KOL,200.0,pastoral,58,,55,3:0.678906;6:0.321094,2,
1003,1003-Azzukhad.txt,KOL,250.0,town,58,,55,3:0.029701;7:0.970299,2,
1004,1004-Vhi Bramokh.txt,KOL,220.0,town,58,,55,1:0.003247;7:0.996753,2,
1005,1005-Tirh Khaz'dan.txt,KOL,450.0,town,58,,55,5:0.075279;7:0.924721,2,
1006,1006-Mazhuddar.txt,KOL,310.0,town,58,,55,3:0.033558;6:0.012797;7:0.953644,3,
1007,1007-Unkhus Vel.txt,KOL,210.0,pastoral,58,,55,6:1.000000,1,
1008,1008-Zud Jalath.txt,KOL,170.0,rural,58,,55,7:0.698831;8:0.301169,2,
1009,1009-Eastern Shroom Hills.txt,KKN,1190.0,town,7,1,82,7:0.138565;8:0.861435,4,
1010,1010-Ost-Kattailwald.txt,WAC,1127.0,town,1,58,82,1:0.815282;8:0.184718,4,
1011,1011-Shroomfluss.txt,WAC,714.0,rural,1,7,82,1:0.459805;7:0.540195,4,
1012,1012-Western Shroom Hills.txt,WAC,1190.0,town,1,7,82,1:0.818726;8:0.181274,4,
1013,1013-Agrisector 1.txt,SLR,3840.0,town,3,,56,0:0.949182;3:0.050818,2,
1014,1014-Agrisector 2.txt,TEN,3650.0,town,3,0,66,2:0.013480;6:0.054356;7:0.932164,6,
1015,1015-Agrisector 3.txt,SOF,3650.0,town,32,,18,3:0.019863;6:0.181642;7:0.798494,3,
1016,1016-Agrisector 6.txt,KEP,3290.0,town,3,,58,3:0.078669;4:0.364883;8:0.556448,3,
1017,1017-Agrisector 7.txt,KEP,2190.0,town,3,,58,2:0.052487;4:0.413385;5:0.534127,3,
1018,1018-Urbansector 1.txt,KEP,5883.0,metropolis,3,,23;58,1:0.179191;2:0.073754;4:0.747054,6,
1019,1019-Urban Sector 2.txt,KEP,2170.0,large_town,3,,23;58,4:0.398692;7:0.179611;8:0.421696,6,
1020,1020-Urban Sector 4.txt,KEP,6536.0,city,3,,23;58,1:0.014758;3:0.351865;4:0.633378,6,
1021,1021-Urban Sector 5.txt,KEP,3536.0,large_town,3,,23;58,2:0.166055;4:0.833945,4,
1022,1022-Nemo Isles.txt,KEP,73.6,large_town,3,,23,1:0.006855;8:0.993145,2,
1023,1023-Eastern Industrisector.txt,KEP,70.6,large_town,3,,23,4:0.164760;8:0.835240,2,
1024,1024-Northern Industriesector.txt,KEP,53.0,large_town,3,,23,4:0.556759;5:0.443241,2,
1025,1025-Western Industriesector.txt,KEP,53.0,large_town,3,,23,2:0.285524;5:0.714476,2,
1026,1026-South Vasmar Ridge.txt,VAS,810.0,rural,29,,76,0:0.237384;5:0.743937;8:0.018679,3,
1027,1027-Grandhaven.txt,VAS,3810.0,city,29,,76,2:0.117876;5:0.868559;7:0.013564,3,
1028,1028-Grove Plains.txt,VAS,1070.0,large_town,29,,76,2:0.370564;5:0.506086;8:0.123349,3,
1029,1029-Eastern Frontier.txt,VAS,860.0,town,29,,76,5:0.943096;8:0.056904,2,
1030,1030-Arborian Shores.txt,VAS,1730.0,large_town,29,,76,1:0.829583;2:0.170417,2,
1031,1031-Hushed Frontier.txt,VAS,450.0,rural,29,,76,5:1.000000,1,
1032,1032-Upper Vasmar Ridge.txt,VAS,1420.0,town,29,,76,1:0.684205;5:0.315795,2,
1033,1033-Western Corebound.txt,ROQ,345.0,large_town,3,,7;47,4:1.000000,2,
1034,1034-Central Corebound.txt,ROQ,135.0,town,3,,47;6,0:0.093964;4:0.802411;7:0.103625,6,
1035,1035-Kronkhanghelsk.txt,TEM,800.0,town,27,,82,7:0.084041;8:0.915959,2,
1036,1036-Kronk2.txt,TEM,2193.689,large_town,27,,82,7:0.125812;8:0.874188,2,
1037,1037-South Crabby Shores.txt,FOD,3354.95,city,24,1,81,4:0.106209;7:0.196093;8:0.697697,6,
1038,1038-Humusenski.txt,FOD,1824.751,town,24,1,81,7:0.113720;8:0.886280,4,
1039,1039-Yasnbrask.txt,FOD,2273.104,large_town,24,1,81,3:0.027332;8:0.972668,4,
1041,1041-Saltlarenstadt.txt,FOD,1717.857,town,24,1,81,7:0.446853;8:0.553147,4,
1042,1042-Kronkozavodsk.txt,FOD,825.657,town,7,1,81,5:0.277399;7:0.722601,4,
1043,1043-Kronk4.txt,KKN,1735.4,large_town,7,1,82,3:0.023310;8:0.976690,4,
1044,1044-Kronk5.txt,KKN,1372.634,town,1,7,82,6:0.229689;8:0.770311,4,
1045,1045-Magnitokronsk.txt,KKN,7455.0,town,7,1,82,3:0.013705;7:0.070316;8:0.915979,6,
1046,1046-Kronk7.txt,KKN,3343.677,city,1,7,82,4:0.007445;8:0.992555,4,
1047,1047-East Ost-Hydronien.txt,FOD,2597.463,town,24,1,81,3:0.071615;7:0.928385,4,
1048,1048-Praeliumen.txt,ACR,3705.749,city,24,,83,0:0.099601;1:0.863119;3:0.037280,3,culture missing; inherited owner modal culture 83
1049,1049-West Greater Bundengrad.txt,FOD,674.905,town,24,1,81,3:0.058202;7:0.941798,4,
1050,1050-Greencoast.txt,MCF,1286.25,town,13,,50,6:0.515824;7:0.484176,2,
1051,1051-Kronk9.txt,FOD,1931.5,town,7,1,81,6:0.418211;8:0.581789,4,
1052,1052-Kronk10.txt,ACR,2329.986,city,7,1,83,0:0.032558;1:0.540871;2:0.426571,6,culture missing; inherited owner modal culture 83
1053,1053-Kronk11.txt,ACR,3426.011,city,7,24,83,0:0.167469;2:0.421801;3:0.410730,6,culture missing; inherited owner modal culture 83
1054,1054-Kronmea.txt,ACR,1556.574,town,24,,83,0:0.744863;3:0.255137,2,culture missing; inherited owner modal culture 83
1055,1055-South Yinjetopol.txt,ACR,3203.985,town,24,,83,1:0.592829;2:0.407171,2,culture missing; inherited owner modal culture 83
1056,1056-East Kobalt.txt,RQP,4760.0,large_city,25,1,71,3:0.272301;4:0.570662;6:0.157038,6,
1057,1057-Panplona.txt,GAL,3070.0,town,25,,71,1:0.044583;3:0.012938;6:0.942479,3,
1058,1058-Leónduja.txt,GAL,2500.0,rural,25,,71,2:0.054498;7:0.054533;8:0.890969,3,
1128,1128-Port Moll.txt,MER,2298.0,town,29,,68,1:0.375692;3:0.624308,2,
1164,1164-Rustalia1.txt,RST,6390.0,large_town,3,,67,1:0.970851;3:0.008740;4:0.020410,3,
1165,1165-Rustalia2.txt,RST,2380.0,town,3,,67,1:0.551548;3:0.078673;4:0.369779,3,
1166,1166-Rustalia3.txt,RST,3940.0,town,3,,67,3:0.517005;6:0.482995,2,
