state_id,file,owner,population_k,category,species_shares,culture_shares,politics,warnings
613,613-Sudbergen.txt,NMI,7200.0,city,8:0.731827;1:0.268173,52:0.483561;45:0.516439,9:1.000000,
614,614-Varinka.txt,WAC,3654.0,town,1:0.664087;7:0.335913,82:1.000000,1:0.905066;3:0.082882;4:0.012052,
615,615-Lunre.txt,WAC,5110.0,large_town,1:0.790232;7:0.209768,82:1.000000,1:0.781367;4:0.030147;7:0.188485,
616,616-Pawcegi.txt,WAC,5320.0,large_town,1:0.624899;7:0.375101,82:1.000000,1:0.880835;3:0.095783;4:0.023382,
617,617-Teragoron.txt,KKN,12033.0,town,7:0.796106;1:0.203894,82:1.000000,3:0.007711;6:0.080239;8:0.912050,
618,618-Shromar.txt,WAC,9940.0,rural,1:0.778930;7:0.221070,82:1.000000,1:0.834452;4:0.021915;8:0.143633,
619,619-Brambaceg.txt,WAC,2646.0,town,1:0.644182;7:0.355818,82:1.000000,1:0.903571;4:0.096429,
620,620-Tyukland.txt,ZUS,2140.0,town,4:0.673800;1:0.326200,72:1.000000,2:0.003007;6:0.237744;7:0.759250,
621,621-Zuspaw.txt,ZUS,1940.0,town,4:0.635044;1:0.364956,72:1.000000,0:0.023230;7:0.976770,
622,622-Qwydai.txt,ZUS,4100.0,large_town,4:1.000000,72:1.000000,0:0.474652;2:0.525348,
623,623-Kandlejhood.txt,ZUS,6200.0,large_city,4:1.000000,72:1.000000,2:0.006125;7:0.993875,
624,624-Daichester.txt,ZUS,3500.0,large_town,4:1.000000,72:1.000000,2:0.007980;7:0.992020,
625,625-Central Zuspriland.txt,ZUS,1300.0,town,4:1.000000,72:1.000000,6:0.303237;7:0.696763,
626,626-Blasterian Canal.txt,SOB,2200.0,city,1:0.612710;2:0.387290,28:0.524383;21:0.475617,0:0.969504;2:0.030496,
627,627-Minskbark.txt,SOB,2500.0,large_town,2:1.000000,28:1.000000,0:0.907412;3:0.092588,
628,628-Brestbone.txt,SOB,3100.0,large_city,2:1.000000,28:1.000000,4:0.077894;7:0.922106,
629,629-Grodnogrowl.txt,SOB,3100.0,large_city,2:0.787190;1:0.212810,28:1.000000,0:0.868059;3:0.074113;6:0.057828,
630,630-Cutelogne.txt,SOB,6200.0,metropolis,1:0.739733;2:0.260267,28:0.461948;21:0.538052,0:0.950678;2:0.013002;7:0.036320,
631,631-Jimmygorod.txt,SOB,2100.0,large_town,2:1.000000,28:1.000000,0:0.774468;4:0.004315;8:0.221217,
632,632-Barkdivostok.txt,SOB,2900.0,large_town,2:0.703293;1:0.296707,28:1.000000,0:0.980945;4:0.019055,
633,633-Wolfgorod.txt,SOB,2200.0,large_town,2:1.000000,5:0.403628;69:0.596372,3:0.097869;7:0.098388;8:0.803743,
634,634-Samaruff.txt,SOB,2200.0,large_town,2:1.000000,5:1.000000,0:0.677162;3:0.322838,
635,635-Barkzyr.txt,SOB,2100.0,large_town,2:1.000000,28:0.532331;5:0.467669,0:0.575880;2:0.020545;8:0.403575,
636,636-Dogno.txt,SOB,2100.0,large_town,2:1.000000,5:1.000000,3:0.710182;7:0.289818,
637,637-Mogiluff.txt,SOB,2100.0,city,2:1.000000,5:1.000000,2:0.673848;4:0.115063;7:0.211089,
638,638-Blasterburg.txt,SOB,2700.0,large_town,2:1.000000,5:1.000000,2:0.246138;3:0.448880;7:0.304982,
639,639-Dobrushund.txt,SOB,2900.0,city,2:1.000000,5:0.529493;69:0.470507,0:0.850152;1:0.130953;3:0.018895,
640,640-Gomelhound.txt,SOB,3100.0,city,2:1.000000,5:1.000000,0:0.986621;4:0.013379,
641,641-Barkel.txt,SOB,2200.0,city,2:1.000000,5:0.434925;93:0.565075,0:0.953885;2:0.015837;7:0.030278,
642,642-Carbarktsonnitz.txt,SOB,2350.0,city,2:0.658976;1:0.341024,29:1.000000,0:0.892633;1:0.065708;2:0.041659,
643,643-Parat.txt,SOB,2150.0,city,2:0.709045;1:0.290955,29:1.000000,0:0.860025;2:0.115758;3:0.024217,
644,644-Esmestadt.txt,MEC,5700.0,large_city,1:0.798070;9:0.201930,29:1.000000,0:0.120000;1:0.140000;7:0.740000,
645,645-Mewssy.txt,PAW,2250.0,town,1:1.000000,40:1.000000,5:0.830418;8:0.169582,
646,646-Meowntreal.txt,PAW,5200.0,metropolis,1:1.000000,40:1.000000,2:0.400436;3:0.157269;6:0.442294,
647,647-Luxempaw.txt,PAW,4500.0,large_city,1:1.000000,40:1.000000,2:0.043034;8:0.956966,
648,648-Nord-Pawris.txt,PAW,3200.0,large_town,1:1.000000,40:1.000000,1:0.033944;3:0.518232;7:0.447824,
649,649-Nord-Ataril.txt,NAV,1900.0,large_town,1:1.000000,27:1.000000,6:0.161917;7:0.838083,
650,650-Herzkat.txt,NKB,3100.0,town,1:1.000000,39:1.000000,3:0.126585;7:0.873415,
651,651-Stronberg.txt,OST,1940.0,large_town,1:1.000000,25:1.000000,4:0.049086;7:0.950914,
652,652-Pawllington.txt,NAV,3250.0,city,1:1.000000,27:1.000000,6:0.231743;7:0.768257,
653,653-Kaisershafen.txt,SIL,2900.0,town,1:0.619044;11:0.380956,21:0.567030;3:0.432970,2:0.011969;6:0.485970;8:0.502060,
654,654-Derdoux.txt,SIL,2200.0,town,1:1.000000,21:0.500073;3:0.499927,3:0.060628;7:0.561590;8:0.377782,
655,655-Elowinien.txt,SIL,2550.0,town,1:1.000000,21:0.533086;40:0.466914,4:0.073881;7:0.232769;8:0.693350,
656,656-Kokostadt.txt,SIL,1900.0,town,1:1.000000,21:0.558129;40:0.441871,6:0.653845;8:0.346155,
657,657-Teuyaka.txt,SIL,3850.0,large_town,1:1.000000,21:1.000000,1:0.999991;3:0.000005;7:0.000004,
658,658-Leipig.txt,SIL,4100.0,large_city,1:1.000000,21:1.000000,2:0.134349;8:0.865651,
659,659-Challe.txt,SIL,3200.0,town,1:1.000000,21:1.000000,2:0.084877;6:0.476645;8:0.438478,
660,660-Chantaw.txt,SIL,2210.0,rural,1:1.000000,21:1.000000,1:0.999965;3:0.000007;6:0.000027,
661,661-Nordansicht.txt,SIL,1950.0,town,1:1.000000,21:0.589983;38:0.410017,7:0.396785;8:0.603215,
662,662-Wolfenstadt.txt,SIL,2210.0,large_town,1:1.000000,21:0.449564;38:0.550436,4:0.072505;6:0.927495,
663,663-Felineheim.txt,SIL,1720.0,town,1:1.000000,21:0.547638;38:0.452362,7:0.833821;8:0.166179,
664,664-Felinesiedlung.txt,SIL,2350.0,town,1:1.000000,21:1.000000,0:0.066799;2:0.067914;6:0.865286,
665,665-Yarnfelde.txt,SIL,1750.0,town,1:1.000000,21:1.000000,6:0.778651;8:0.221349,
666,666-Pawldrininsel Central.txt,IMF,125.0,rural,1:0.621183;4:0.378817,4:1.000000,6:1.000000,
667,667-Southern Pawldrininsel.txt,IMF,145.0,rural,1:0.781801;4:0.218199,4:1.000000,6:1.000000,
668,668-Eastern Pawldrinsel.txt,IMF,75.0,rural,1:0.799236;4:0.200764,4:1.000000,6:1.000000,
679,679-Osmic Uplands.txt,KTZ,0.001,wasteland,,99:0.577175;21:0.422825,4:0.120000;7:0.425860;8:0.454140,no resolvable starting species/culture; relevant array left all-zero
701,701-Celestial Scar.txt,GAL,0.001,space,25:1.000000,98:0.413789;71:0.586211,1:0.680484;8:0.319516,
702,702-Showering Expanses.txt,KTN,0.001,space,19:1.000000,98:0.503624;84:0.496376,0:0.313342;2:0.686658,
703,703-Meerkognitiv.txt,ROQ,0.001,space,3:1.000000,98:0.573144;6:0.426856,4:1.000000,
704,704-Stormed Plateau.txt,ROQ,0.001,space,3:1.000000,98:0.490383;6:0.509617,4:0.677086;7:0.322914,
705,705-Meerdampf.txt,KTZ,0.001,space,,98:0.443360;21:0.556640,3:0.200000;8:0.800000,no resolvable starting species/culture; relevant array left all-zero
706,706-Rugged Mesa.txt,ROQ,0.001,space,3:1.000000,98:0.498656;6:0.501344,0:0.319379;4:0.680621,
707,707-Kattail Crater.txt,MON,0.001,space,,98:1.000000,6:0.259528;7:0.740472,no resolvable starting species/culture; relevant array left all-zero
708,708-Delta of Hope.txt,MON,0.001,space,,98:1.000000,6:0.225567;7:0.774433,no resolvable starting species/culture; relevant array left all-zero
709,709-Great Astral Bay.txt,MON,0.001,space,,98:1.000000,7:1.000000,no resolvable starting species/culture; relevant array left all-zero
710,710-Cape of Doubt.txt,MON,0.001,space,,98:1.000000,6:0.194905;7:0.805095,no resolvable starting species/culture; relevant array left all-zero
713,713-Clouded Rifts.txt,KTZ,0.001,space,,98:0.497476;21:0.502524,5:0.120000;8:0.880000,no resolvable starting species/culture; relevant array left all-zero
714,714-Kattail Kraters.txt,KTZ,0.001,space,,98:0.432523;21:0.567477,6:0.200000;7:0.294140;8:0.505860,no resolvable starting species/culture; relevant array left all-zero
715,715-Sindi.txt,KUS,3170.0,town,12:0.755759;1:0.244241,48:1.000000,4:0.055995;5:0.859937;7:0.084068,
716,716-Tarva.txt,KUS,3020.0,large_town,12:0.623252;1:0.376748,20:0.526752;48:0.473248,2:0.278215;3:0.095408;6:0.626377,
717,717-Kohla.txt,KUS,2340.0,large_town,12:0.701763;1:0.298237,2:0.571565;48:0.428435,2:0.172855;7:0.827145,
718,718-Owaeville.txt,ROQ,8092.0,large_town,3:0.636346;9:0.363654,7:0.440486;37:0.559514,0:0.107709;4:0.839147;8:0.053144,
719,719-Cocopiegne.txt,ROQ,6426.0,town,3:0.693180;1:0.306820,6:1.000000,4:0.765643;8:0.234357,
720,720-Xuhre.txt,ALK,1400.0,large_city,28:0.659878;3:0.340122,46:0.546078;47:0.453922,0:0.079435;2:0.119152;6:0.801413,
721,721-Ailesainque.txt,ALK,600.0,town,28:0.779832;3:0.220168,46:1.000000,4:0.185348;6:0.814652,
722,722-Midi-Viennadie.txt,ROQ,4047.668,city,3:1.000000,58:1.000000,4:0.742594;8:0.257406,
723,723-Illiberie.txt,ROQ,4753.0,town,3:1.000000,6:1.000000,4:0.937283;7:0.046242;8:0.016475,
724,724-Vasiekoi.txt,ROQ,4801.568,city,3:1.000000,7:1.000000,0:0.128410;4:0.779564;8:0.092026,
725,725-Bremareton.txt,MCF,2143.75,town,13:1.000000,50:1.000000,3:0.025971;7:0.509242;8:0.464787,
726,726-Galloping Crossing.txt,MCF,7570.0,large_town,13:1.000000,94:1.000000,2:0.087780;7:0.912220,
727,727-Shady Creek.txt,MCF,6270.0,town,13:1.000000,11:1.000000,1:0.119164;4:0.053229;7:0.827607,
728,728-High Hill.txt,MCF,6520.0,town,13:1.000000,49:0.530817;11:0.469183,2:0.048319;5:0.229230;7:0.722451,
729,729-Northern Pegasia.txt,MCF,5220.0,town,13:1.000000,11:1.000000,3:0.166179;4:0.122417;7:0.711403,
730,730-Celestadt.txt,FSR,11420.0,megalopolis,1:0.647951;3:0.352049,20:0.551528;6:0.448472,3:0.075846;6:0.185129;7:0.739025,
731,731-Bordeleau.txt,PER,16030.0,megalopolis,3:0.698488;9:0.301512,7:1.000000,3:0.024810;4:0.004371;6:0.970819,
732,732-Oueston.txt,PER,7490.0,large_town,3:0.612417;9:0.387583,7:1.000000,3:0.553603;4:0.446397,
733,733-Fossemontre.txt,PER,5690.0,large_town,3:0.754581;9:0.245419,7:1.000000,3:0.195110;6:0.804890,
734,734-Pagen.txt,PER,2063.608,town,3:0.699747;1:0.300253,7:1.000000,3:0.044493;4:0.011061;6:0.944446,
735,735-Kaillen.txt,ROQ,336.0,town,3:1.000000,7:0.421913;6:0.578087,0:0.699962;4:0.300038,
736,736-Moulinet.txt,ROQ,10633.0,metropolis,3:0.777078;9:0.222922,7:1.000000,0:0.092071;4:0.880528;7:0.027401,
737,737-Cularie.txt,ROQ,6048.0,town,3:0.678914;9:0.321086,7:1.000000,4:0.789981;8:0.210019,
738,738-Beurrioude.txt,ROQ,8344.0,large_town,3:1.000000,7:0.520758;6:0.479242,0:0.198901;4:0.801099,
739,739-Qualicie.txt,ROQ,5383.0,town,3:1.000000,6:1.000000,4:0.794670;8:0.205330,
740,740-Jeulie.txt,LMB,6057.04,large_city,3:0.784385;1:0.215615,6:1.000000,3:0.211475;4:0.258029;6:0.530496,
741,741-Lugedunume.txt,ROQ,4383.872,city,3:0.724875;1:0.275125,58:0.522886;6:0.477114,4:0.684014;7:0.315986,
742,742-Styvellines.txt,ROQ,2422.0,town,3:0.702054;1:0.297946,6:1.000000,0:0.303935;4:0.696065,
743,743-Aurlean.txt,ROQ,5383.0,town,3:0.695752;1:0.304248,6:1.000000,4:0.774979;8:0.225021,
744,744-Saumme.txt,LMB,3030.0,town,3:0.623329;1:0.376671,6:1.000000,3:0.220773;5:0.160332;6:0.618895,
745,745-Yarnington.txt,NEK,2530.0,town,14:1.000000,49:1.000000,0:0.961014;2:0.038986,
746,746-Rowotnik.txt,NEK,700.0,rural,14:1.000000,49:1.000000,0:0.995404;2:0.004596,
747,747-Hoplin.txt,PLR,230.0,town,15:1.000000,33:1.000000,1:0.972929;7:0.015037;8:0.012034,
748,748-Doneghare.txt,PLR,350.0,town,15:1.000000,33:1.000000,2:0.872013;4:0.127987,
749,749-Southport.txt,HAR,560.0,rural,15:1.000000,34:1.000000,6:0.096632;7:0.903368,
750,750-Adhare.txt,HAR,380.0,town,15:1.000000,34:1.000000,6:0.370633;7:0.629367,
751,751-Bundraford.txt,HAR,330.0,rural,15:1.000000,34:1.000000,6:0.107594;7:0.892406,
752,752-Armhop.txt,HAR,190.0,town,15:1.000000,34:1.000000,6:0.108571;7:0.891429,
753,753-Bungle.txt,PLR,300.0,town,15:1.000000,91:1.000000,1:0.919191;2:0.080809,
754,754-Firesea.txt,PLR,310.0,rural,15:1.000000,91:1.000000,1:0.822395;5:0.177605,
755,755-Buncible.txt,PLR,560.0,town,15:1.000000,91:1.000000,1:0.950257;4:0.049743,
756,756-Volcabun.txt,PLR,160.0,rural,15:1.000000,91:1.000000,3:0.537246;4:0.462754,
757,757-Botetown.txt,PLR,510.0,town,15:1.000000,33:1.000000,0:0.733978;6:0.266022,
758,758-Bunork.txt,PLR,190.0,rural,15:1.000000,33:1.000000,0:0.781436;8:0.218564,
759,759-Bunrry.txt,PLR,220.0,town,15:1.000000,9:1.000000,4:0.697739;8:0.302261,
760,760-Covebun City.txt,PLR,510.0,town,15:1.000000,9:1.000000,1:0.884393;4:0.022795;5:0.092811,
761,761-Caroshel.txt,PLR,120.0,town,15:1.000000,9:1.000000,1:1.000000,
762,762-Lhara.txt,PLR,240.0,town,15:1.000000,32:1.000000,1:0.932276;4:0.067724,
763,763-Upbuntrick.txt,PLR,190.0,town,15:1.000000,32:1.000000,1:0.874045;2:0.082969;7:0.042987,
764,764-Buyantse.txt,PLR,280.0,town,15:1.000000,32:1.000000,1:0.767846;5:0.156947;6:0.075207,
765,765-Western Shores.txt,PLR,170.0,town,15:1.000000,30:1.000000,1:0.900721;2:0.099279,
766,766-Grandbuney.txt,PLR,360.0,town,15:1.000000,30:1.000000,1:0.874484;2:0.125516,
767,767-Bunmal.txt,PLR,370.0,town,15:1.000000,30:1.000000,1:1.000000,
768,768-Yelbun.txt,PLR,370.0,town,15:1.000000,30:1.000000,1:0.726423;3:0.273577,
769,769-Carotney.txt,PLR,280.0,rural,15:1.000000,30:1.000000,1:0.894776;7:0.105224,
770,770-Bunbunia.txt,PLR,390.0,town,15:1.000000,30:1.000000,1:0.863418;7:0.136582,
771,771-Zhangbun.txt,PLR,370.0,town,15:1.000000,30:1.000000,1:0.855444;5:0.144556,
772,772-Carot Springs.txt,PLR,230.0,town,15:1.000000,30:1.000000,1:0.929838;4:0.070162,
773,773-Harity Falls.txt,PLR,420.0,town,15:1.000000,30:1.000000,1:0.797781;5:0.202219,
774,774-Bunoshima.txt,PLR,330.0,town,15:1.000000,31:1.000000,1:0.920440;7:0.079560,
775,775-Fiftybun.txt,PLR,360.0,town,15:1.000000,33:1.000000,1:0.906270;2:0.093730,
776,776-Bunfast.txt,PLR,230.0,rural,15:1.000000,33:1.000000,1:0.935939;2:0.064061,
777,777-Nordbun.txt,PLR,230.0,town,15:1.000000,33:1.000000,4:0.344821;6:0.655179,
778,778-Hopping Meadows.txt,PLR,270.0,town,15:1.000000,31:1.000000,1:0.789830;3:0.210170,
779,779-Bunvelline.txt,PLR,180.0,town,15:1.000000,31:1.000000,1:1.000000,
780,780-Foraoise Cairead.txt,PLR,130.0,town,15:1.000000,31:1.000000,1:0.811169;3:0.134335;4:0.054496,
781,781-Pohtinville.txt,PLR,350.0,rural,15:1.000000,30:1.000000,1:0.825851;5:0.174149,
782,782-Shimmering Hills.txt,PLR,260.0,town,15:1.000000,32:1.000000,0:0.222196;5:0.777804,
783,783-Buntowel.txt,PLR,420.0,town,15:1.000000,32:1.000000,1:0.785573;3:0.214427,
784,784-Rockenbun.txt,PLR,340.0,rural,15:1.000000,32:1.000000,1:0.889507;2:0.083643;4:0.026850,
785,785-Bundor.txt,PLR,250.0,rural,15:1.000000,32:1.000000,0:0.114817;1:0.885183,
786,786-Morghare.txt,PLR,210.0,town,15:1.000000,9:1.000000,1:0.860774;5:0.089850;7:0.049376,
787,787-Hareport.txt,PLR,520.0,city,15:1.000000,30:1.000000,0:0.179833;3:0.820167,
788,788-Grandbun Woods.txt,PLR,400.0,large_town,15:1.000000,30:1.000000,0:0.051264;1:0.898020;7:0.050716,
789,789-Heavenbun.txt,KAR,310.0,rural,15:1.000000,35:1.000000,6:0.151406;7:0.848594,
790,790-Kealand.txt,SMP,9496.231,metropolis,44:1.000000,86:1.000000,0:0.008131;2:0.003672;5:0.988197,
791,791-Grande Loutteria.txt,LTR,15342.169,megalopolis,46:0.666319;3:0.333681,87:1.000000,1:0.439797;4:0.362630;7:0.197573,
792,792-Filosimpara.txt,KAP,8181.133,town,48:1.000000,90:1.000000,2:0.503206;4:0.331040;8:0.165754,
793,793-Novbarus.txt,KAP,4148.226,rural,48:1.000000,90:1.000000,3:0.666848;7:0.333152,
794,794-Kapagroek.txt,KAP,3948.422,rural,48:1.000000,90:1.000000,3:0.381377;4:0.441747;5:0.176876,
795,795-Korpeio.txt,KAP,3263.931,rural,48:1.000000,90:1.000000,0:0.495433;2:0.230894;7:0.273673,
796,796-Aqukar.txt,KAP,2958.626,town,48:0.666736;19:0.333264,90:1.000000,2:0.363881;3:0.480956;5:0.155163,
797,797-Indsitra.txt,KAP,6962.623,city,47:0.656810;48:0.343190,90:1.000000,2:0.635730;7:0.364270,
798,798-Kaparus.txt,KAP,4271.296,rural,48:1.000000,90:1.000000,1:0.829645;3:0.037058;4:0.133297,
799,799-Septentri.txt,KAP,2454.151,rural,48:1.000000,90:1.000000,4:0.000587;6:0.999413,
800,800-Pordus.txt,KAP,252.279,tiny_island,48:0.649954;9:0.350046,90:1.000000,5:1.000000,
801,801-Maritipia.txt,KAP,3811.768,rural,48:1.000000,90:1.000000,3:0.259643;5:0.437189;8:0.303168,
802,802-Ceposta.txt,KAP,1522.127,rural,48:1.000000,90:1.000000,1:0.972098;7:0.027902,
803,803-Neu-Meo.txt,SOF,2750.0,town,32:1.000000,18:0.414416;59:0.585584,2:0.039346;3:0.078338;7:0.882316,
804,804-New New York.txt,KEP,6770.0,large_town,3:1.000000,58:1.000000,4:0.516940;5:0.293210;6:0.189850,
805,805-Southern Baltica.txt,KEP,6863.0,city,3:1.000000,58:1.000000,3:0.342118;4:0.569990;5:0.087891,
806,806-Britannia.txt,PLA,1650.0,town,33:1.000000,59:1.000000,1:0.645186;6:0.322593;7:0.032220,
807,807-San Foglia.txt,PRC,5765.331,large_city,47:1.000000,88:1.000000,1:0.215073;4:0.151995;6:0.632932,
808,808-Costadipesci.txt,PRC,5875.332,large_city,47:1.000000,88:1.000000,3:0.222720;5:0.058823;8:0.718457,
809,809-Heldford.txt,SMP,2414.949,rural,44:1.000000,86:1.000000,0:0.046941;2:0.021711;7:0.931348,
810,810-Hoxxhagen Frontier District.txt,MUL,0.001,wasteland,45:0.779649;47:0.220351,89:1.000000,4:0.028707;6:0.971293,
811,811-Thalmandy.txt,SMP,2545.623,rural,44:1.000000,86:1.000000,2:0.011792;5:0.988208,
812,812-Ylmira's Peak.txt,MUL,0.001,wasteland,45:0.673363;46:0.326637,89:1.000000,3:1.000000,
813,813-Rozzmione Hills.txt,PRC,758.222,town,47:1.000000,88:1.000000,1:0.836307;8:0.163693,
814,814-Distretto dei Pescatori.txt,PRC,6876.522,large_city,47:0.617574;46:0.382426,88:1.000000,0:0.861494;2:0.001981;6:0.136525,
815,815-Castellaquercia.txt,PRC,6976.654,metropolis,47:0.753567;9:0.246433,88:1.000000,2:0.458194;3:0.262689;5:0.279117,
816,816-Foresta Grande.txt,PRC,2756.652,town,47:0.661725;48:0.338275,88:1.000000,0:0.830977;4:0.010139;6:0.158883,
817,817-Kantzler.txt,SOF,10.0,rural,32:1.000000,18:1.000000,6:0.246547;7:0.753453,
818,818-Goaghan Lake.txt,KHA,180.0,town,22:1.000000,64:1.000000,1:1.000000,
819,819-Upper Ganymeda.txt,SLR,8210.0,large_town,3:1.000000,57:1.000000,0:0.923113;2:0.064199;3:0.012688,
820,820-Coastal Solity.txt,SLR,18210.0,megalopolis,3:1.000000,57:1.000000,0:0.918744;2:0.081256,
821,821-Pyrrhus.txt,SLR,2030.0,large_town,3:1.000000,57:1.000000,0:0.919114;2:0.056906;3:0.023980,
822,822-Sagespire.txt,KHA,1380.0,large_town,22:1.000000,65:1.000000,2:0.177771;7:0.822229,
823,823-Chok.txt,KHA,610.0,town,22:1.000000,65:1.000000,0:0.476688;3:0.053230;7:0.470082,
824,824-Inner Katpine Valley.txt,KTN,498.875,large_town,19:1.000000,92:1.000000,2:0.522099;7:0.477901,
825,825-Corelie.txt,CRE,3016.508,large_town,28:1.000000,47:1.000000,3:0.896266;7:0.069735;8:0.033999,
826,826-Petite Corelie.txt,CRE,73.298,rural,28:1.000000,47:1.000000,2:1.000000,
827,827-Southern Halile.txt,CRE,200.629,rural,28:1.000000,47:1.000000,6:0.855017;7:0.144983,
828,828-Lunaire Baie.txt,CRE,2.957,town,28:1.000000,47:1.000000,3:1.000000,
829,829-Northern Halile.txt,CRE,4.879,city,28:1.000000,47:1.000000,3:0.778498;7:0.146196;8:0.075306,
830,830-Teslaki.txt,SOF,10.0,rural,32:1.000000,18:1.000000,2:0.187680;7:0.812320,
831,831-Jorvidam.txt,KTN,6788.316,megalopolis,19:0.776877;14:0.223123,84:1.000000,2:0.917802;8:0.082198,
832,832-Nieuw Pawsterdam Southern.txt,KTN,14297.441,megalopolis,20:0.619167;19:0.380833,85:1.000000,0:0.173911;2:0.819543;8:0.006546,
833,833-Nieuw Pawsterdam Northern.txt,KTN,12598.622,megalopolis,20:0.756078;19:0.243922,85:1.000000,2:0.902525;7:0.091942;8:0.005533,
834,834-Purriland.txt,KTN,5989.383,metropolis,19:1.000000,84:0.435178;85:0.564822,2:0.909161;7:0.087938;8:0.002901,
835,835-Clawingham Tunnel.txt,KTN,0.5,enclave,19:1.000000,92:1.000000,0:0.291471;2:0.708529,
836,836-Elisa Tunnel.txt,KTN,0.5,enclave,19:1.000000,92:1.000000,2:0.551020;6:0.448980,
837,837-Clawitz Tunnel.txt,KTN,0.5,enclave,19:1.000000,92:1.000000,2:1.000000,
838,838-Northern Katpine Mountains.txt,KTN,79.502,wasteland,19:1.000000,92:1.000000,2:1.000000,
839,839-Eastern Katpine Mountains.txt,KTN,109.298,wasteland,19:1.000000,92:1.000000,2:0.870932;6:0.128139;8:0.000929,
840,840-Bocerie du Sud.txt,ALK,470.0,large_town,28:0.633201;3:0.366799,46:0.520724;7:0.479276,5:0.236614;6:0.763386,
841,841-Garyxia.txt,ALK,470.0,town,28:0.715082;3:0.284918,46:1.000000,1:0.222222;8:0.777778,
842,842-Drillbit.txt,TEN,6290.0,large_town,3:0.620620;0:0.379380,66:1.000000,3:0.060094;7:0.591984;8:0.347921,
843,843-Parachute.txt,TEN,6710.0,city,3:0.671883;0:0.328117,66:1.000000,2:0.038979;7:0.961021,
844,844-Wafburg.txt,TEN,1963.25,town,3:0.696049;0:0.303951,66:1.000000,5:0.222939;7:0.777061,
845,845-Lomo.txt,TEN,4200.0,town,3:0.693336;0:0.306664,66:1.000000,1:0.138421;3:0.118423;7:0.743156,
846,846-Nekogar.txt,VIX,2340.0,town,12:1.000000,49:0.470978;63:0.529022,1:0.318566;3:0.597727;8:0.083706,
847,847-Gtuntuh.txt,VIX,5420.0,large_town,12:1.000000,63:1.000000,0:0.038932;3:0.801525;8:0.159544,
848,848-Katernkanta.txt,VIX,2110.0,town,12:1.000000,63:1.000000,2:0.593428;3:0.318063;7:0.088509,
849,849-Yeryk.txt,VIX,16230.0,megalopolis,12:1.000000,63:1.000000,0:0.222940;2:0.182342;3:0.594717,
850,850-Umtraha.txt,VIX,3160.0,town,12:1.000000,63:1.000000,1:0.238948;2:0.155097;3:0.605955,
851,851-Brongon Gede.txt,VIX,2600.0,town,12:1.000000,63:1.000000,2:0.088368;3:0.503708;6:0.407923,
852,852-Imakani.txt,VIX,3050.0,large_town,12:1.000000,61:0.495424;63:0.504576,2:0.203234;3:0.796766,
853,853-Pidin.txt,BSS,1720.0,town,1:0.797826;21:0.202174,101:1.000000,6:0.171238;7:0.828762,
854,854-Teho.txt,BSS,4000.0,large_city,1:0.750896;21:0.249104,101:1.000000,6:0.157161;7:0.842839,
855,855-Koti.txt,BSS,720.0,town,1:0.687817;21:0.312183,101:1.000000,7:0.339869;8:0.660131,
856,856-Siina.txt,BSS,1570.0,town,1:0.785448;21:0.214552,101:1.000000,6:0.084206;7:0.915794,
857,857-Paimen.txt,BSS,580.0,town,1:0.709642;21:0.290358,100:0.400962;101:0.599038,6:0.520259;8:0.479741,
858,858-Palaa.txt,BSS,580.0,town,1:0.659200;21:0.340800,100:0.482282;101:0.517718,6:0.109168;7:0.890832,
859,859-Uutta.txt,BSS,1050.0,rural,1:0.633660;21:0.366340,101:1.000000,6:0.029110;7:0.841362;8:0.129528,
860,860-Kivaa.txt,BSS,1050.0,town,1:0.662312;21:0.337688,101:1.000000,6:0.135814;7:0.566305;8:0.297880,
861,861-Uutta.txt,BSS,580.0,town,1:0.656719;21:0.343281,100:0.557746;101:0.442254,6:0.013345;7:0.913504;8:0.073151,
862,862-Suokaa.txt,BSS,290.0,town,1:0.788737;21:0.211263,100:0.459199;101:0.540801,6:0.037008;7:0.501051;8:0.461941,
863,863-Tuomita.txt,BSS,2720.0,town,1:0.634137;21:0.365863,100:0.497192;101:0.502808,6:0.017984;7:0.846028;8:0.135988,
864,864-Tempere.txt,BSS,860.0,town,21:0.634013;3:0.365987,100:0.433945;101:0.566055,6:0.027402;7:0.889003;8:0.083595,
865,865-Pysya.txt,BSS,790.0,town,1:0.640374;21:0.359626,100:0.403822;101:0.596178,7:0.872426;8:0.127574,
866,866-Penglin.txt,BSS,450.0,town,1:0.642063;21:0.357937,100:0.460100;101:0.539900,6:0.165362;7:0.834638,
867,867-Konigland.txt,BSS,210.0,town,1:0.602907;3:0.397093,100:0.425732;101:0.574268,7:0.826267;8:0.173733,
868,868-Flammelia.txt,BSS,50.0,town,1:0.669803;21:0.330197,100:0.500906;101:0.499094,7:1.000000,
869,869-Flux Towns.txt,BSS,50.0,town,1:0.643282;21:0.356718,100:0.424483;101:0.575517,7:0.478565;8:0.521435,
870,870-Rufus Town.txt,BSS,30.0,town,1:0.663378;21:0.336622,100:0.507144;101:0.492856,7:0.790580;8:0.209420,
871,871-Nova Sealtle.txt,BSS,500.0,town,23:0.799533;3:0.200467,100:0.438689;101:0.561311,8:1.000000,
872,872-Penglia.txt,BSS,100.0,town,1:0.745905;21:0.254095,100:0.526014;101:0.473986,6:0.023980;7:0.737415;8:0.238604,
