[23:03:50][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3368690477.mod line: 7
[23:04:00][no_game_date][flagtextureatlas.cpp:524]: Error loading flag for country KTS : Ideology communism : Path gfx/flags/ : File not found
[23:04:00][no_game_date][flagtextureatlas.cpp:524]: Error loading flag for country KTS : Ideology communism : Path gfx/flags/medium/ : File not found
[23:04:00][no_game_date][flagtextureatlas.cpp:524]: Error loading flag for country KTS : Ideology communism : Path gfx/flags/small/ : File not found
[23:04:03][no_game_date][gameapplication.cpp:842]: The game has loc key collisions. Check logs/text.log for more details
[23:04:04][0100.01.01.12][effect.cpp:356]: Error: "Invalid date: 1001.1. Expected date in format "YYYY.MM.DD.HH": 1001.1, near line: 21" in file: "history/countries/BRU - Bruvergnamie.txt" near line: 24
[23:04:04][0100.01.01.12][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: fleet_in_being. use var:var_name to explicitly use variables in effects/triggers
[23:04:05][0100.01.01.12][technology_effect_implementation.cpp:992]: history/countries/TAK - Takicardie.txt:10: set_technology: Invalid tech
[23:04:06][0100.01.01.12][gui.cpp:931]: Undefined GUI_TYPE: change_background - This will most likely crash the game
[23:04:06][0100.01.01.12][gui.cpp:409]: Error: Failed to create containerWindowType "change_background".
[23:04:06][0100.01.01.12][containerwindow.cpp:991]:  (line -1 ): Could not find "background_selection" in window 
[23:04:06][0100.01.01.12][containerwindow.cpp:991]:  (line -1 ): Could not find "background_selection_list" in window 
[23:04:06][0100.01.01.12][containerwindow.cpp:983]:  (line -1 ): Could not find "available_backgrounds" in window 
[23:04:06][0100.01.01.12][containerwindow.cpp:927]:  (line -1 ): Could not find "select_all_checkbox" in window 
[23:04:06][0100.01.01.12][containerwindow.cpp:1026]:  (line -1 ): Could not find "change_background_button" in window 
[23:04:08][0100.01.01.12][flagtextureatlas.cpp:524]: Error loading flag for country KTS : Ideology neutrality : Path gfx/flags/ : File not found
[23:04:08][0100.01.01.12][flagtextureatlas.cpp:524]: Error loading flag for country KTS : Ideology neutrality : Path gfx/flags/medium/ : File not found
[23:04:08][0100.01.01.12][flagtextureatlas.cpp:524]: Error loading flag for country KTS : Ideology neutrality : Path gfx/flags/small/ : File not found
[23:04:13][0100.01.01.12][containerwindow.cpp:1026]: interface/frontendgamesetupview.gui (line 127 ): Could not find "country_shine" in window country_entry
[23:04:13][0100.01.01.12][containerwindow.cpp:1026]: interface/frontendgamesetupview.gui (line 127 ): Could not find "country_shine" in window country_entry
[23:04:13][0100.01.01.12][containerwindow.cpp:1026]: interface/frontendgamesetupview.gui (line 127 ): Could not find "country_shine" in window country_entry
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_chassis belonging to Katsilbershirts
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_artillery_chassis belonging to Katsilbershirts
[23:04:18][0100.01.01.12][unit.cpp:3626]: 1. Katzen-Angriffgruppe ( SIL ) unit in 5973 has locked equipment requirements: heavy_tank_chassis, heavy_tank_artillery_chassis, , needed by subunit(s) in template "Katzen-Angriffgruppe".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_chassis belonging to Katsilbershirts
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_artillery_chassis belonging to Katsilbershirts
[23:04:18][0100.01.01.12][unit.cpp:3626]: 2. Katzen-Angriffgruppe ( SIL ) unit in 6168 has locked equipment requirements: heavy_tank_chassis, heavy_tank_artillery_chassis, , needed by subunit(s) in template "Katzen-Angriffgruppe".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_chassis belonging to Katsilbershirts
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_artillery_chassis belonging to Katsilbershirts
[23:04:18][0100.01.01.12][unit.cpp:3626]: 3. Katzen-Angriffgruppe ( SIL ) unit in 12460 has locked equipment requirements: heavy_tank_chassis, heavy_tank_artillery_chassis, , needed by subunit(s) in template "Katzen-Angriffgruppe".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_chassis belonging to Katsilbershirts
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_artillery_chassis belonging to Katsilbershirts
[23:04:18][0100.01.01.12][unit.cpp:3626]: 4. Katzen-Angriffgruppe ( SIL ) unit in 6684 has locked equipment requirements: heavy_tank_chassis, heavy_tank_artillery_chassis, , needed by subunit(s) in template "Katzen-Angriffgruppe".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_chassis belonging to Federal Republic of Purrlin-Lionsburg
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_artillery_chassis belonging to Federal Republic of Purrlin-Lionsburg
[23:04:18][0100.01.01.12][unit.cpp:3626]: 1. Katzen-Angriffgruppe ( PRL ) unit in 8269 has locked equipment requirements: heavy_tank_chassis, heavy_tank_artillery_chassis, , needed by subunit(s) in template "Katzen-Angriffgruppe".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_chassis belonging to Federal Republic of Purrlin-Lionsburg
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_artillery_chassis belonging to Federal Republic of Purrlin-Lionsburg
[23:04:18][0100.01.01.12][unit.cpp:3626]: 2. Katzen-Angriffgruppe ( PRL ) unit in 14068 has locked equipment requirements: heavy_tank_chassis, heavy_tank_artillery_chassis, , needed by subunit(s) in template "Katzen-Angriffgruppe".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "PRL" does not have any equipment variant for type "heavy_tank_equipment_1" (selecting latest version) created by "PRL".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "PRL" does not have any equipment variant for type "heavy_tank_artillery_equipment_1" (selecting latest version) created by "PRL".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "MEW" does not have any equipment variant for type "nav_bomber_equipment_1" version 0 created by "MEW".
[23:04:18][0100.01.01.12][strategicair.cpp:4192]: Error scripting OOB history/units/MEW_1936_air.txt. Could not set pool equipment 'amount' in Katzberg
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "MEW" does not have any equipment variant for type "CAS_equipment_1" version 0 created by "MEW".
[23:04:18][0100.01.01.12][strategicair.cpp:4192]: Error scripting OOB history/units/MEW_1936_air.txt. Could not set pool equipment 'amount' in Mount Kitts
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_chassis belonging to Sobakiland Socialist Republic
[23:04:18][0100.01.01.12][unit.cpp:3626]: 1. Sobaki-Daspiechi ( SOB ) unit in 6368 has locked equipment requirements: heavy_tank_chassis, , needed by subunit(s) in template "Sobaki-Daspiechi".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_chassis belonging to Sobakiland Socialist Republic
[23:04:18][0100.01.01.12][unit.cpp:3626]: 2. Sobaki-Daspiechi ( SOB ) unit in 5753 has locked equipment requirements: heavy_tank_chassis, , needed by subunit(s) in template "Sobaki-Daspiechi".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: heavy_tank_chassis belonging to Sobakiland Socialist Republic
[23:04:18][0100.01.01.12][unit.cpp:3626]: 3. Sobaki-Daspiechi ( SOB ) unit in 133 has locked equipment requirements: heavy_tank_chassis, , needed by subunit(s) in template "Sobaki-Daspiechi".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "SH_battleship_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][taskforce.cpp:1151]:  file: history/units/NAV_1936_naval.txt line: 10: Could not find proper equipment variant. Skip creating Ship  in task force Katzenseetruppen Remnants
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "carrier_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "carrier_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "carrier_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "carrier_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "carrier_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "carrier_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "carrier_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "carrier_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "carrier_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "carrier_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "battleship_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "battleship_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "battleship_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "battleship_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "battleship_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "battleship_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "battleship_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "battleship_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "destroyer_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "submarine_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "submarine_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "submarine_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "submarine_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "submarine_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "submarine_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "submarine_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "submarine_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "submarine_2" version 0 created by "NAV".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "NAV" does not have any equipment variant for type "submarine_2" version 0 created by "NAV".
